Time,Text,Image
2520,188,83
2530,188,85
2540,187,84
2550,180,85
2560,177,83
2570,183,82
2580,186,87
2590,183,87
2600,181,92
2610,179,93
2620,176,87
2630,178,84
2640,174,84
2650,176,82
2660,176,87
2670,176,89
2680,170,90
2690,168,89
2700,169,91
2710,169,89
2720,173,85
2730,170,86
2740,168,86
2750,166,83
2760,165,87
2770,166,89
2780,166,93
2790,162,96
2800,163,96
2810,162,94
2820,161,99
2830,163,98
2840,160,94
2850,160,92
2860,164,95
2870,166,97
2880,168,102
2890,166,102
2900,167,100
2910,169,101
2920,173,99
2930,173,97
2940,171,99
2950,169,99
2960,166,101
2970,167,95
2980,174,90
2990,173,89
3000,171,91
3010,170,90
3020,168,90
3030,169,89
3040,171,91
3050,167,94
3060,160,93
3070,164,92
3080,168,89
3090,168,89
3100,165,90
3110,172,88
3120,171,88
3130,167,92
3140,166,90
3150,171,90
3160,166,91
3170,169,95
3180,165,92
3190,167,94
3200,169,92
3210,164,89
3220,161,91
3230,165,94
3240,163,97
3250,158,96
3260,163,97
3270,163,97
3280,166,96
3290,163,97
3300,160,96
3310,162,94
3320,163,92
3330,163,91
3340,163,93
3350,161,95
3360,161,98
3370,161,99
3380,161,103
3390,163,96
3400,166,97
3410,170,100
3420,165,101
3430,160,101
3440,164,102
3450,160,104
3460,162,102
3470,159,104
3480,157,98
3490,157,100
3500,157,103
3510,155,104
3520,156,101
3530,158,104
3540,155,99
3550,154,99
3560,150,102
3570,151,103
3580,155,102
3590,154,111
3600,150,112
3610,151,109
3620,152,109
3630,155,111
3640,153,111
3650,157,110
3660,163,113
3670,161,114
3680,162,115
3690,159,107
3700,159,103
3710,157,102
3720,152,103
3730,158,103
3740,157,103
3750,157,100
3760,161,97
3770,163,98
3780,165,96
3790,165,94
3800,164,94
3810,167,92
3820,165,90
3830,167,92
3840,168,93
3850,169,90
3860,166,89
3870,161,94
3880,172,93
3890,170,92
3900,169,94
3910,170,94
3920,169,97
3930,169,96
3940,169,97
3950,168,95
3960,166,94
3970,165,99
3980,162,101
3990,170,100
4000,168,97
4010,165,100
4020,163,98
4030,168,97
4040,165,100
4050,163,95
4060,165,95
4070,160,99
4080,165,97
4090,162,98
4100,159,98
4110,161,100
4120,157,101
4130,155,102
4140,147,99
4150,148,101
4160,149,104
4170,146,106
4180,146,106
4190,154,104
4200,148,104
4210,147,105
4220,148,106
4230,147,106
4240,150,105
4250,154,99
4260,154,98
4270,148,99
4280,147,100
4290,150,95
4300,145,100
4310,148,106
4320,148,103
4330,149,101
4340,149,99
4350,150,98
4360,149,99
4370,152,101
4380,154,107
4390,154,110
4400,151,109
4410,150,104
4420,153,106
4430,153,107
4440,153,108
4450,153,106
4460,156,105
4470,155,106
4480,151,103
4490,153,106
4500,149,107
4510,144,107
4520,144,106
4530,145,109
4540,139,107
4550,139,109
4560,140,107
4570,141,106
4580,137,109
4590,143,106
4600,146,109
4610,147,109
4620,147,110
4630,145,113
4640,147,110
4650,145,107
4660,143,107
4670,148,109
4680,149,113
4690,151,112
4700,151,110
4710,145,113
4720,144,113
4730,143,110
4740,142,110
4750,141,114
4760,138,124
4770,138,127
4780,132,125
4790,133,127
4800,131,124
4810,132,125
4820,133,125
4830,136,128
4840,138,126
4850,137,120
4860,137,119
4870,138,118
4880,136,123
4890,142,124
4900,144,123
4910,143,128
4920,143,128
4930,142,130
4940,141,130
4950,137,130
4960,137,129
4970,133,127
4980,133,125
4990,134,130
5000,129,125
5010,134,126
5020,140,125
5030,139,125
5040,140,123
5050,137,116
5060,140,114
5070,139,117
5080,138,114
5090,141,116
5100,142,113
5110,142,112
5120,142,113
5130,146,111
5140,141,108
5150,142,110
5160,141,113
5170,140,109
5180,143,105
5190,144,107
5200,143,101
5210,149,103
5220,150,105
5230,151,103
5240,146,102
5250,149,102
5260,155,100
5270,158,101
5280,156,103
5290,152,100
5300,148,97
5310,145,99
5320,139,103
5330,152,104
5340,151,102
5350,153,103
5360,149,109
5370,143,115
5380,136,112
5390,141,111
5400,139,113
5410,142,108
5420,141,112
5430,146,112
5440,145,114
5450,151,115
5460,148,117
5470,146,113
5480,140,114
5490,142,116
5500,145,110
5510,148,108
5520,149,109
5530,145,110
5540,147,109
5550,147,113
5560,149,117
5570,147,115
5580,145,115
5590,144,113
5600,148,115
5610,145,117
5620,145,110
5630,147,110
5640,141,108
5650,139,112
5660,143,116
5670,145,117
5680,146,122
5690,148,126
5700,142,129
5710,141,126
5720,140,123
5730,143,122
5740,144,120
5750,143,118
5760,141,115
5770,144,119
5780,145,117
5790,141,118
5800,138,115
5810,135,118
5820,132,117
5830,129,117
5840,132,122
5850,135,119
5860,136,120
5870,138,123
5880,135,122
5890,130,121
5900,134,121
5910,136,128
5920,135,125
5930,137,122
5940,133,122
5950,130,124
5960,132,117
5970,137,112
5980,140,113
5990,142,116
6000,139,119
6010,134,124
6020,131,126
6030,133,125
6040,131,121
6050,136,125
6060,131,126
6070,126,126
6080,129,125
6090,125,129
6100,125,127
6110,124,128
6120,126,129
6130,128,133
6140,127,132
6150,127,131
6160,131,126
6170,128,123
6180,137,123
6190,134,122
6200,133,117
6210,137,122
6220,132,119
6230,124,123
6240,122,123
6250,125,127
6260,126,123
6270,127,123
6280,125,125
6290,125,123
6300,127,127
6310,133,127
6320,126,124
6330,127,122
6340,128,122
6350,132,120
6360,132,116
6370,130,118
6380,135,116
6390,132,122
6400,132,123
6410,134,124
6420,132,121
6430,130,122
6440,124,123
6450,124,121
6460,126,119
6470,121,122
6480,120,126
6490,119,125
6500,119,126
6510,119,130
6520,117,131
6530,118,134
6540,114,133
6550,113,131
6560,117,132
6570,117,132
6580,120,131
6590,119,132
6600,121,130
6610,122,129
6620,123,131
6630,124,133
6640,119,127
6650,120,132
6660,118,131
6670,116,129
6680,116,130
6690,117,132
6700,118,131
6710,114,131
6720,117,129
6730,118,130
6740,114,130
6750,116,133
6760,115,128
6770,117,125
6780,117,122
6790,115,127
6800,116,132
6810,115,129
6820,119,127
6830,117,130
6840,116,127
6850,115,118
6860,114,116
6870,116,118
6880,114,127
6890,119,132
6900,116,128
6910,121,129
6920,123,129
6930,117,127
6940,114,131
6950,117,131
6960,116,125
6970,115,128
6980,118,129
6990,117,130
7000,118,133
7010,122,135
7020,118,134
7030,121,135
7040,120,134
7050,123,131
7060,121,128
7070,119,122
7080,122,121
7090,124,122
7100,123,122
7110,121,122
7120,121,124
7130,122,121
7140,124,123
7150,122,124
7160,122,128
7170,118,133
7180,120,126
7190,121,125
7200,125,126
7210,121,123
7220,120,120
7230,124,123
7240,126,123
7250,127,127
7260,127,132
7270,126,132
7280,126,132
7290,124,131
7300,126,132
7310,126,126
7320,123,125
7330,123,118
7340,126,124
7350,122,128
7360,123,131
7370,125,123
7380,130,129
7390,124,129
7400,122,127
7410,117,129
7420,124,131
7430,124,129
7440,123,129
7450,123,132
7460,117,128
7470,117,131
7480,115,129
7490,117,132
7500,118,129
7510,120,129
7520,120,132
7530,121,136
7540,121,133
7550,123,133
7560,119,132
7570,119,134
7580,115,135
7590,115,135
7600,116,130
7610,117,128
7620,119,132
7630,120,131
7640,123,129
7650,123,129
7660,117,131
7670,116,127
7680,120,131
7690,123,131
7700,124,125
7710,125,126
7720,127,132
7730,127,131
7740,125,133
7750,125,130
7760,121,127
7770,117,127
7780,116,127
7790,120,129
7800,120,129
7810,119,129
7820,120,132
7830,122,131
7840,120,131
7850,120,128
7860,122,126
7870,125,122
7880,125,120
7890,125,118
7900,123,115
7910,126,114
7920,130,112
7930,133,116
7940,137,114
7950,136,114
7960,138,114
7970,138,115
7980,136,115
7990,133,117
8000,132,113
